0	1	date	formato
-103.4011497	20.6041421	2007-12-13	TIENDA COPPEL
-105.8613233	22.9914716	2008-11-06	TIENDA COPPEL
-107.3899441	24.5929916	2008-05-01	TIENDA COPPEL
-106.2107791	23.1892149	2008-08-14	TIENDA COPPEL
-103.380842	19.5565671	2008-08-21	TIENDA COPPEL
-100.1596845	25.7033624	2008-04-17	TIENDA COPPEL
-98.1870857	19.0100937	2008-05-29	TIENDA COPPEL
-97.2450588	19.561726	2008-05-01	TIENDA COPPEL
-92.9491852	17.5537094	2008-05-29	TIENDA COPPEL
-91.9883399	17.5116845	2008-06-26	TIENDA COPPEL
-95.2032857	16.211248	2009-11-26	TIENDA COPPEL
-102.0240728	20.3424036	2013-10-10	TIENDA COPPEL
-89.6256777	20.9972185	2008-12-03	TIENDA COPPEL
-99.1412682	19.4365771	2008-10-01	TIENDA COPPEL
-98.1824655	22.0581474	2008-07-24	TIENDA COPPEL
-97.8155722	25.6753676	2008-06-26	TIENDA COPPEL
-116.8642024	32.4973545	2008-12-01	TIENDA COPPEL
-116.8798522	32.4566417	2008-04-17	TIENDA COPPEL
-98.2290207	19.3182284	2008-09-11	TIENDA COPPEL
-96.138348	19.1901891	2008-05-22	TIENDA COPPEL
-99.5214142	18.3418429	2008-10-17	TIENDA COPPEL
-98.9172906	19.4150743	2008-04-10	TIENDA COPPEL
-98.9041209	19.4320476	2008-05-01	TIENDA COPPEL
-98.8818277	19.5041172	2008-04-24	TIENDA COPPEL
-103.519924	25.5465043	2008-09-25	TIENDA COPPEL
-99.3395047	19.9054627	2008-04-24	TIENDA COPPEL
-99.6451149	19.2634081	2008-08-28	TIENDA COPPEL
-98.8808672	19.2948106	2008-09-18	TIENDA COPPEL
-97.9571762	20.2752036	2010-04-29	TIENDA COPPEL
-96.1222175	18.0830086	2009-04-30	TIENDA COPPEL
-95.0184912	16.4338543	2008-11-01	TIENDA COPPEL
-99.0586132	19.6414723	2008-11-27	TIENDA COPPEL
-97.4203736	20.9508767	2008-10-01	TIENDA COPPEL
-99.5863757	19.3008135	2008-11-01	TIENDA COPPEL
-99.5886467	19.1092662	2008-11-27	TIENDA COPPEL
-99.0185472	19.3478481	2009-07-01	TIENDA COPPEL
-100.1112185	25.6518382	2009-05-21	TIENDA COPPEL
-115.505616	32.5876375	2008-09-18	TIENDA COPPEL
-117.0677081	32.3619461	2008-11-27	TIENDA COPPEL
-99.0435617	26.3965228	2008-11-01	TIENDA COPPEL
-101.723577	20.4298196	2008-11-27	TIENDA COPPEL
-99.249981	19.4324995	2010-05-06	TIENDA COPPEL
-103.37294	20.6583	2009-04-02	TIENDA COPPEL
-88.2009829	20.6893561	2010-11-11	TIENDA COPPEL
-99.2263668	19.6067035	2009-11-12	TIENDA COPPEL
-95.7958363	18.3663192	2009-09-17	TIENDA COPPEL
-99.5993217	18.5584179	2009-09-10	TIENDA COPPEL
-106.3784705	31.5990262	2009-04-02	TIENDA COPPEL
-100.2414371	25.7778423	2008-11-20	TIENDA COPPEL
-107.4388525	24.7554472	2009-03-12	TIENDA COPPEL
-106.380677	31.691554	2008-10-30	TIENDA COPPEL
-100.525261	21.2971422	2010-02-11	TIENDA COPPEL
-99.0389056	19.6192772	2009-06-18	TIENDA COPPEL
-99.1272748	19.4312401	2009-08-27	TIENDA COPPEL
-101.1767913	20.1193202	2008-11-13	TIENDA COPPEL
-116.8590203	32.4731679	2008-11-27	TIENDA COPPEL
-98.99662	19.6206856	2008-11-13	TIENDA COPPEL
-111.6727799	25.0231782	2009-04-30	TIENDA COPPEL
-99.8863828	19.79241	2009-11-26	TIENDA COPPEL
-100.3566756	19.4357959	2010-05-06	TIENDA COPPEL
-99.0525955	19.5530417	2008-11-27	TIENDA COPPEL
-101.4597863	19.231485	2013-12-12	TIENDA COPPEL
-99.1488441	19.4379216	2009-07-09	TIENDA COPPEL
-104.9042101	21.4926657	2008-10-30	TIENDA COPPEL
-99.5365391	19.9570884	2008-11-27	TIENDA COPPEL
-99.6536246	20.3696695	2013-12-19	TIENDA COPPEL
-104.3642655	19.7721614	2009-09-17	TIENDA COPPEL
-102.0393547	19.4163527	2009-04-30	TIENDA COPPEL
-99.2163225	19.6221309	2009-04-30	TIENDA COPPEL
-100.1507188	18.9062177	2009-07-26	TIENDA COPPEL
-107.3953982	24.7354984	2008-11-01	ZAPATERIA
-99.1218886	19.4112363	2009-01-22	COPPEL DIGITAL
-97.7752676	17.8093331	2009-11-19	TIENDA COPPEL
-98.0940172	19.0509393	2009-11-26	TIENDA COPPEL
-100.9434392	25.5487842	2009-06-25	TIENDA COPPEL
-91.8428626	18.6446742	2009-10-01	TIENDA COPPEL
-100.3146043	25.7064354	2010-06-24	TIENDA COPPEL
-97.3206039	20.4435686	2010-11-25	TIENDA COPPEL
-99.4144962	19.6281355	2011-05-13	TIENDA COPPEL
-102.2509721	22.571635	2009-10-15	TIENDA COPPEL
-96.9347094	18.8886436	2009-11-26	TIENDA COPPEL
-103.3487879	20.6735585	2003-06-01	ZAPATERIA
-103.4630184	19.7026096	2004-08-01	ZAPATERIA
-99.2077319	20.470756	2009-08-27	TIENDA COPPEL
-99.1372766	19.433616	2013-09-26	ZAPATERIA
-76.8850433	-12.0147737	2004-09-01	ZAPATERIA
-103.3134966	20.6756967	2002-11-01	ZAPATERIA
-103.2976811	20.6948571	2003-03-01	ZAPATERIA
-103.3081996	20.6381008	2002-11-01	ZAPATERIA
-103.3890559	20.7252226	2002-12-01	ZAPATERIA
-102.295314	21.8840693	2003-10-01	ZAPATERIA
-104.3224637	19.0497472	2004-06-01	ZAPATERIA
-100.8171284	20.5207697	2003-08-01	ZAPATERIA
-100.8114425	20.5212866	2003-08-01	ZAPATERIA
-101.2573586	21.0190145	2003-11-01	ZAPATERIA
-101.1952982	20.5725179	2003-11-01	ZAPATERIA
-102.3545537	19.0882127	2003-07-01	ZAPATERIA
-102.0219572	20.34141	2003-09-01	ZAPATERIA
-102.2981536	21.8836036	2003-10-01	ZAPATERIA
-92.9219628	17.9694157	2004-09-01	ZAPATERIA
-93.0806781	16.7486429	2004-09-01	ZAPATERIA
-101.7860879	19.8175892	2003-12-01	ZAPATERIA
-101.1901078	19.7007662	2003-10-01	ZAPATERIA
-102.2840784	19.9820961	2003-07-01	ZAPATERIA
-99.0960344	19.4989757	2004-10-01	ZAPATERIA
-99.1587829	19.5191255	2010-10-28	ZAPATERIA
-100.9764614	22.1511346	2003-11-01	ZAPATERIA
-108.4633345	25.5580772	2004-12-01	ZAPATERIA
-104.8941511	21.5118206	2003-03-01	ZAPATERIA
-102.8716179	23.1745968	2003-10-01	ZAPATERIA
-99.1479289	19.4380427	2003-09-01	ZAPATERIA
-96.1449439	19.1874263	2004-12-01	ZAPATERIA
-102.5494167	20.2776488	2004-10-01	ZAPATERIA
-99.1852616	19.4058023	2003-11-01	ZAPATERIA
-101.6091326	19.5140101	2004-10-01	ZAPATERIA
-100.4069649	20.6309368	2007-12-13	ZAPATERIA + COPPEL DIGITAL
-100.640155	23.6467239	2013-11-14	ZAPATERIA
-100.9215658	22.1331056	2006-04-01	TIENDA ROPA
-108.9934625	25.7958106	2013-12-05	TIENDA COPPEL
-99.1873062	19.3759672	2003-08-01	ZAPATERIA
-99.1151528	19.3568336	2003-12-01	ZAPATERIA
-99.1283946	19.4303546	2004-12-01	ZAPATERIA
-100.1534523	25.6536738	2003-12-01	ZAPATERIA
-102.5168968	22.748282	2013-11-28	TIENDA COPPEL
-99.1910035	19.343742	2003-11-01	ZAPATERIA
-99.1938242	19.5390658	2003-09-01	ZAPATERIA
-99.1333734	19.4300536	2003-04-01	ZAPATERIA
-99.1015268	19.2620687	2003-12-01	ZAPATERIA
-115.3888972	32.5992437	2004-11-01	ZAPATERIA
-92.9193072	18.0147564	2016-12-23	ZAPATERIA
-99.495161	17.544932	2004-08-01	ZAPATERIA
-99.5397344	18.3448477	2003-10-01	ZAPATERIA
-99.6518017	19.3591074	2004-12-01	ZAPATERIA
-98.7313071	20.1278634	2003-11-01	ZAPATERIA
-98.3669745	20.0852425	2003-10-01	ZAPATERIA
-98.953516	18.8135046	2003-12-01	COPPEL DIGITAL
-99.2347823	18.9234676	2003-09-01	ZAPATERIA
-101.9336509	21.3641673	2004-12-01	ZAPATERIA
-75.5658153	6.2476376	2005-09-29	ZAPATERIA
-99.131757	19.4357068	2003-10-01	ZAPATERIA
-91.832651	18.6377666	2003-12-01	ZAPATERIA
-92.2655012	14.907303	2003-11-01	ZAPATERIA + COPPEL DIGITAL
-92.2621895	14.9094415	2003-12-01	ZAPATERIA
-106.3967451	31.6264612	2005-04-21	ZAPATERIA
-93.1172083	16.7536348	2003-08-01	ZAPATERIA
-97.3934205	18.4609194	2003-05-01	ZAPATERIA
-97.3615282	19.8144792	2003-05-01	ZAPATERIA
-96.7311701	17.0588656	2003-10-01	ZAPATERIA
-96.7257173	17.0611465	2003-09-01	ZAPATERIA
-93.3745716	17.9902241	2003-11-01	ZAPATERIA
-99.6762267	18.8447988	2013-10-18	ZAPATERIA
-98.3647102	26.0561825	2005-04-28	ZAPATERIA
-92.9219177	17.9963512	2003-03-01	ZAPATERIA
-94.9195125	17.9542411	2003-10-01	ZAPATERIA
-94.415712	18.1454389	2003-09-01	TIENDA ROPA
-96.9267987	19.5301571	2003-12-01	ZAPATERIA
-96.9275486	19.5339683	2003-08-01	ZAPATERIA
-97.0525581	20.0644194	2003-10-01	ZAPATERIA
-97.0901867	20.4516232	2003-10-01	ZAPATERIA
-99.1397997	19.4342628	2003-09-01	ZAPATERIA
-97.4621211	20.5277943	2003-11-01	ZAPATERIA
-95.2101133	18.4463144	2003-12-01	ZAPATERIA
-99.0192021	19.6303694	2007-11-29	ZAPATERIA
-96.1420028	19.1938883	2004-08-01	ZAPATERIA
-98.9435739	19.415875	2005-04-11	ZAPATERIA
-89.6232551	20.9660654	2004-07-01	ZAPATERIA
-103.3677427	20.7280071	2005-06-16	ZAPATERIA
-97.5061868	25.8529559	2005-06-23	ZAPATERIA
-99.146999	19.431252	2003-06-01	ZAPATERIA
-96.9343277	19.5849683	2013-08-08	TIENDA COPPEL
-109.9466833	27.4930456	2005-05-05	ZAPATERIA
-96.389104	18.2411095	2013-08-08	ZAPATERIA
-106.4242427	31.7162695	2003-06-01	ZAPATERIA
-106.4859707	31.7376503	2003-08-01	ZAPATERIA
-103.3451002	20.6773641	2005-12-22	ZAPATERIA
-101.1799165	20.3930842	2005-06-17	ZAPATERIA
-99.1838447	19.3885091	2003-11-01	ZAPATERIA
-82.0243657	22.8429803	2003-12-01	ZAPATERIA
-104.6606625	24.0247707	2003-06-01	ZAPATERIA
-107.394626	24.8089331	2002-10-01	ZAPATERIA
-106.4174804	23.2094081	2002-10-01	ZAPATERIA
-108.4721169	25.5650889	2004-07-01	ZAPATERIA
-115.5205233	32.64537	2005-05-26	ZAPATERIA
-109.93372	27.4921767	2003-09-01	ZAPATERIA
-110.8921439	27.922985	2003-11-01	ZAPATERIA
-101.1949825	19.7059504	2003-11-01	ZAPATERIA
-116.9613262	32.5300903	2005-10-20	ZAPATERIA
-100.5175188	28.7035247	2003-08-01	ZAPATERIA
-103.4289775	20.282613	2013-10-10	ZAPATERIA
-101.0017325	25.4252596	2003-12-01	ZAPATERIA
-100.2527753	25.6818399	2003-03-01	ZAPATERIA
-103.5722201	20.2302697	2013-10-01	ZAPATERIA
-116.9349694	32.521885	2005-11-18	ZAPATERIA
-101.1501346	19.6899565	2013-12-19	TIENDA COPPEL
-96.1224842	18.0824249	2005-12-14	ZAPATERIA
-100.3148339	25.6717179	2003-03-01	ZAPATERIA
-104.8981627	21.5151406	2005-12-01	ZAPATERIA
-99.0172251	21.9836163	2003-09-01	ZAPATERIA
-97.8382189	22.2481699	2003-03-01	ZAPATERIA
-97.5057737	25.8797581	2003-09-01	ZAPATERIA
-101.1995055	20.5739426	2005-12-21	ZAPATERIA
-97.5082111	25.8805699	2003-09-01	ZAPATERIA
-98.2824644	26.0922451	2003-10-01	ZAPATERIA
-97.8569195	22.2160449	2003-08-01	ZAPATERIA
-99.0883299	19.4742748	2007-12-06	ZAPATERIA
-97.8762417	22.310783	2003-11-01	ZAPATERIA
-116.6256133	31.8674469	2003-10-01	ZAPATERIA
-98.7565493	19.1181488	2005-09-08	ZAPATERIA
-96.1312029	19.160625	2006-04-01	ZAPATERIA
-117.04113	32.534912	2003-11-01	ZAPATERIA
-116.9749665	32.5021171	2003-11-01	ZAPATERIA
-101.260756	21.019655	2005-12-22	ZAPATERIA
-92.9238378	17.9979116	2003-03-01	ZAPATERIA
-98.1941532	19.3163566	2005-12-08	ZAPATERIA
-107.6997064	24.7664069	2006-04-01	ZAPATERIA
-92.5920534	17.7566393	2003-07-01	ZAPATERIA
-98.1971213	18.9881294	2005-12-01	ZAPATERIA
-92.6369181	16.7416502	2005-12-08	ZAPATERIA
-100.3139939	25.7077847	2005-12-01	ZAPATERIA
-98.5806193	19.3347211	2005-11-17	ZAPATERIA
-116.9663218	32.4976377	2006-02-01	ZAPATERIA
-109.6847625	30.3722494	2006-07-01	ZAPATERIA
-103.8359139	20.8832248	2006-12-01	ZAPATERIA
-96.679864	16.7855332	2013-12-12	TIENDA COPPEL
-100.7209521	20.0315291	2006-07-01	ZAPATERIA
-100.2925304	25.7546522	2006-09-01	ZAPATERIA
-99.5277183	17.6486243	2006-09-01	ZAPATERIA
-100.9952952	25.3887816	2006-10-01	ZAPATERIA
-114.7786175	32.4811342	2006-10-01	ZAPATERIA
-101.7239544	20.4313267	2006-09-01	ZAPATERIA
-106.4058459	23.2296401	2006-07-01	TIENDA COPPEL
-98.1404013	19.4137057	2006-10-01	ZAPATERIA
-101.3421197	20.6756743	2006-09-01	ZAPATERIA
-97.0640954	20.0694028	2007-02-01	ZAPATERIA
-111.3517958	26.0074477	2013-08-22	ZAPATERIA
-104.3009614	19.0924192	2013-12-12	TIENDA COPPEL
-98.9985537	19.6785078	2006-11-01	ZAPATERIA
-103.2422263	20.6248395	2006-12-01	ZAPATERIA
-98.8842824	19.5120553	2006-04-01	ZAPATERIA
-99.3429406	20.0533518	2006-06-01	ZAPATERIA
-116.8685856	32.5134098	2006-12-01	ZAPATERIA
-101.6875379	21.1173213	2006-11-01	ZAPATERIA
-103.38114	20.63176	2007-01-25	ZAPATERIA
-112.1579249	30.7113082	2006-12-01	ZAPATERIA
-99.0162789	19.606356	2006-11-01	ZAPATERIA
-99.1559287	19.4186699	2006-11-01	ZAPATERIA
-96.7276483	17.0568021	2009-10-08	ZAPATERIA
-95.5255736	18.0366204	2006-12-01	ZAPATERIA
-109.4358856	27.0343017	2007-04-19	ZAPATERIA
-99.2236019	19.7125874	2007-02-15	ZAPATERIA
-98.2459044	19.04045	2007-03-15	ZAPATERIA
-105.4580659	22.3981692	2007-08-09	ZAPATERIA
-103.285512	20.612305	2007-04-26	ZAPATERIA
-101.1979367	19.707208	2007-07-26	ZAPATERIA
-99.1098854	19.4263318	2007-07-28	ZAPATERIA
-100.2908632	25.960365	2007-05-17	ZAPATERIA
-96.9207896	19.5750793	2007-07-12	ZAPATERIA
-96.9173732	19.5680412	2007-08-16	ZAPATERIA
-98.4211639	19.2879661	2007-12-06	ZAPATERIA
-99.0765815	19.4928558	2008-01-10	ZAPATERIA
-98.7373451	20.1246244	2007-05-31	ZAPATERIA
-98.9771484	19.8450613	2007-06-14	ZAPATERIA
-98.0536012	20.1734775	2007-07-12	ZAPATERIA
-101.185873	20.1342859	2008-11-13	ZAPATERIA
-97.4456926	18.988852	2007-12-06	ZAPATERIA
-95.3000487	18.4650125	2007-09-06	ZAPATERIA
-98.2949657	19.0753413	2007-04-19	ZAPATERIA
-99.2232291	18.8451971	2007-04-26	ZAPATERIA
-99.0695538	19.4214375	2007-10-25	ZAPATERIA
-100.286918	18.3158346	2007-11-29	ZAPATERIA
-98.9458059	19.3264816	2008-04-10	ZAPATERIA
-98.9033059	19.4160407	2008-10-16	ZAPATERIA
-97.1346845	18.8370221	2014-07-24	TIENDA COPPEL
-95.4417826	18.5971721	2008-02-07	ZAPATERIA
-99.0052739	19.5956285	2007-09-20	ZAPATERIA
-98.3155073	19.0686626	2007-09-27	ZAPATERIA
-90.5368447	19.8446132	2009-11-26	ZAPATERIA
-110.9533451	29.0888165	2007-12-01	ZAPATERIA
-89.5714264	20.9875699	2007-12-13	ZAPATERIA
-98.3034609	26.0905673	2008-11-27	ZAPATERIA
-103.0284967	23.8247531	2008-03-13	ZAPATERIA
-103.316395	20.704769	2008-08-28	ZAPATERIA + COPPEL DIGITAL
-99.0630912	18.885432	2008-08-31	ZAPATERIA
-97.4013324	20.9523223	2008-10-16	ZAPATERIA
-98.4835606	18.6020948	2008-10-23	ZAPATERIA
-97.7171242	18.8686197	2008-07-24	TIENDA COPPEL
-97.7715529	18.9802163	2008-09-18	ZAPATERIA
-97.3895569	18.456394	2009-05-07	ZAPATERIA + COPPEL DIGITAL
-96.1598155	19.205808	2009-06-25	ZAPATERIA
-95.1094499	18.4186988	2009-07-16	ZAPATERIA
-93.7612856	16.0869461	2009-08-20	ZAPATERIA
-100.988932	20.6305323	2009-06-11	ZAPATERIA
-99.1915401	20.2514882	2008-08-28	ZAPATERIA
-107.4075295	24.7778772	2008-10-02	ZAPATERIA
-100.9388439	21.1598298	2008-07-10	ZAPATERIA
-117.0026555	32.5422046	2008-09-25	ZAPATERIA
-101.6492086	21.1494842	2008-11-06	TIENDA COPPEL
-98.9473047	20.2753352	2008-07-03	ZAPATERIA
-115.4764326	32.5937468	2008-08-07	ZAPATERIA
-107.3829808	24.8356743	2008-11-06	ZAPATERIA
-100.9988019	25.4278507	2009-04-02	ZAPATERIA
-102.3453368	20.7076456	2009-04-30	ZAPATERIA
-99.1073282	19.5179801	2009-11-05	ZAPATERIA
-104.8574403	21.4849677	2008-10-30	ZAPATERIA
-116.6071755	31.8621755	2008-10-02	ZAPATERIA
-101.5551175	17.6426255	2009-05-07	ZAPATERIA
-98.124559	19.0447375	2009-05-28	ZAPATERIA
-99.4659565	19.1837626	2009-05-07	ZAPATERIA
-99.5208827	19.2859785	2009-05-07	ZAPATERIA
-101.0643403	20.3756795	2009-07-09	ZAPATERIA
-105.4808081	28.2697374	2009-08-13	ZAPATERIA + COPPEL DIGITAL
-105.6671653	26.9348492	2009-04-09	ZAPATERIA
-103.4636819	25.537804	2009-08-20	ZAPATERIA
-107.3986241	24.7423132	2001-03-01	TIENDA VIRTUAL
-100.8073347	20.5207808	2013-10-24	TIENDA MUEBLES
-99.1174504	19.4831581	2013-12-05	TIENDA ROPA
-106.8938821	23.9170428	2002-12-01	ZAPATERIA
-102.3020115	19.9581427	2002-12-01	TIENDA MUEBLES
-98.2378948	19.2005196	2013-12-05	TIENDA COPPEL
-102.2887932	19.9870293	2005-05-19	TIENDA MUEBLES
-99.1338197	19.4279895	2006-12-01	TIENDA MUEBLES
-92.6373325	16.7435192	2005-10-13	TIENDA MUEBLES
-105.457356	22.3958245	2005-05-05	TIENDA COPPEL
-99.1494111	19.4322808	2005-07-09	TIENDA ROPA
-102.7185395	20.0564093	2005-05-19	TIENDA MUEBLES
-99.1794293	19.7610889	2005-12-08	TIENDA MUEBLES
-99.0856465	19.3582155	2005-12-08	TIENDA MUEBLES
-101.6732264	20.6296258	2009-09-10	TIENDA MUEBLES
-99.1320206	19.430831	2006-02-01	TIENDA MUEBLES
-102.716704	19.992829	2005-12-01	TIENDA MUEBLES
-99.0951701	19.6533104	2006-11-01	TIENDA MUEBLES
-108.9946284	25.7919814	2006-04-01	TIENDA MUEBLES
-99.1375298	19.4312237	2006-08-01	TIENDA MUEBLES
-103.3810176	20.6320708	2006-12-01	ZAPATERIA + COPPEL DIGITAL
-99.6599594	19.289009	2006-12-01	TIENDA COPPEL
-99.2203206	20.0902361	2006-11-01	TIENDA MUEBLES
-99.2337676	19.3077964	2006-12-01	TIENDA MUEBLES
-99.0353504	19.5147431	2006-12-01	TIENDA MUEBLES
-99.143866	19.4332702	2006-09-01	ZAPATERIA + COPPEL DIGITAL
-88.3049385	18.4987608	2007-11-29	TIENDA MUEBLES
-100.6281014	17.2237303	2008-04-24	TIENDA COPPEL
-99.2489194	19.565114	2006-11-01	TIENDA MUEBLES
-97.3584081	19.8203927	2009-08-13	TIENDA MUEBLES
-99.0266885	19.5268304	2007-11-22	TIENDA MUEBLES
-99.2651295	19.5952681	2007-05-31	TIENDA MUEBLES
-96.1350196	19.1910362	2007-07-12	TIENDA COPPEL
-99.1944987	19.5422726	2007-11-15	TIENDA MUEBLES
-99.0490829	19.5579877	2010-07-29	TIENDA MUEBLES
-95.520512	18.6249691	2008-11-06	TIENDA MUEBLES
-99.1361232	19.4412078	2008-10-30	TIENDA MUEBLES
-99.1022805	19.2652297	2010-02-11	TIENDA MUEBLES
-99.1402316	19.4770836	2009-05-07	TIENDA COPPEL
-108.6345518	25.6644281	2008-09-18	TIENDA MUEBLES
-112.2677374	27.3398848	2013-11-28	TIENDA COPPEL
-103.3730902	20.6187582	2013-12-19	TIENDA COPPEL
-103.4482868	20.4738474	2008-11-27	TIENDA MUEBLES
-99.0807785	19.4954019	2008-11-01	COPPEL REMATE
-99.2382454	19.4587034	2008-10-30	TIENDA MUEBLES
-116.5999697	31.8587558	2009-04-16	TIENDA MUEBLES
-103.2840448	20.5609246	2013-07-04	TIENDA COPPEL
-99.137386	19.4336319	2010-06-10	TIENDA COPPEL
-99.8122656	16.8437097	2009-11-10	TIENDA COPPEL
-98.2414483	19.208383	2009-11-26	ZAPATERIA + COPPEL DIGITAL
-92.4623284	15.1410941	2009-11-26	ZAPATERIA + COPPEL DIGITAL
-98.3657389	26.0566498	2009-11-26	TIENDA COPPEL
-99.2579947	19.5745803	2010-10-01	TIENDA COPPEL
-93.7530311	16.0897665	2010-06-10	TIENDA COPPEL
-110.3381049	24.1051619	2011-11-24	TIENDA COPPEL
-92.1358969	15.6623595	2010-07-08	TIENDA COPPEL
-99.0102334	19.6573646	2010-04-01	ZAPATERIA + COPPEL DIGITAL
-99.1934769	18.6542568	2010-05-06	ZAPATERIA + COPPEL DIGITAL
-96.7610814	17.0733761	2010-06-17	TIENDA COPPEL
-95.8086306	17.8277152	2010-05-01	ZAPATERIA
-97.1130582	18.8663605	2010-07-01	TIENDA COPPEL
-99.1337399	19.4307995	2011-03-24	TIENDA COPPEL
-99.5429599	18.0004538	2010-12-09	TIENDA COPPEL
-104.898454	21.452397	2010-11-01	TIENDA COPPEL
-99.0927016	19.6878216	2010-10-07	TIENDA COPPEL
-99.563179	19.3141203	2010-07-29	TIENDA COPPEL
-99.7350321	19.2957758	2010-08-01	TIENDA COPPEL
-97.4370475	20.5692965	2010-08-19	TIENDA COPPEL
-99.8614082	18.3665665	2011-12-15	TIENDA COPPEL
-99.1794396	18.6174399	2010-07-01	ZAPATERIA + COPPEL DIGITAL
-92.2717821	14.8932985	2010-09-01	TIENDA COPPEL
-102.7843278	20.3410782	2010-09-16	TIENDA COPPEL
-100.7453102	20.9150035	2010-07-22	ZAPATERIA
-99.0474367	19.7958962	2010-09-30	TIENDA COPPEL
-92.1086108	16.2177049	2010-07-22	ZAPATERIA + COPPEL DIGITAL
-96.1341431	18.2376162	2010-09-02	TIENDA COPPEL
-95.8763778	18.1071559	2010-10-01	TIENDA COPPEL
-99.9928954	21.9313518	2010-08-05	ZAPATERIA + COPPEL DIGITAL
-101.8605388	21.0196617	2010-10-14	ZAPATERIA + COPPEL DIGITAL
-99.5986662	19.2512318	2010-11-24	TIENDA COPPEL
-103.3923256	20.7332786	2010-12-01	TIENDA COPPEL
-101.4527792	26.9243837	2013-12-05	TIENDA COPPEL
-105.4193435	25.0468596	2011-08-04	TIENDA COPPEL
-98.2824644	26.0922451	2010-12-01	TIENDA COPPEL
-91.7702224	17.7417317	2010-12-01	TIENDA COPPEL
-99.1432534	23.7318943	2011-08-25	TIENDA COPPEL
-98.924158	19.3106658	2013-09-26	TIENDA COPPEL
-97.9231744	19.3136044	2010-11-18	ZAPATERIA + COPPEL DIGITAL
-116.839427	32.45419	2010-11-25	TIENDA COPPEL
-97.9021201	18.9781427	2010-12-01	TIENDA COPPEL
-99.1502846	19.4326824	2010-12-09	TIENDA COPPEL
-99.1746778	17.6075412	2012-02-02	TIENDA COPPEL
-96.3569931	18.4482698	2011-06-02	TIENDA COPPEL
-101.0015162	25.422631	2011-02-10	TIENDA COPPEL
-96.9616533	19.453911	2010-12-09	TIENDA COPPEL
-99.9845861	21.9274878	2010-11-25	TIENDA COPPEL
-97.6880491	19.4643657	2010-11-25	TIENDA COPPEL
-99.1116359	19.3878236	2013-01-01	TIENDA COPPEL
-98.9605533	19.3709939	2012-08-30	TIENDA COPPEL
-99.0880725	19.3792593	2010-10-14	TIENDA COPPEL
-94.0949767	17.9049708	2011-03-03	TIENDA COPPEL
-94.1423933	18.141044	2011-02-24	TIENDA COPPEL
-99.2337001	19.4587054	2010-11-25	ZAPATERIA + COPPEL DIGITAL
-99.4676987	19.1771623	2011-02-10	TIENDA COPPEL
-99.2236288	19.8308418	2010-11-25	TIENDA COPPEL
-97.1762504	18.8038693	2011-03-17	TIENDA COPPEL
-110.928593	27.9384484	2010-10-28	ZAPATERIA
-100.481578	25.6793239	2010-11-25	TIENDA COPPEL
-94.4866222	18.1420718	2010-11-25	TIENDA ROPA
-97.9339766	22.3955403	2011-02-10	TIENDA COPPEL
-97.2652725	18.3783277	2010-12-09	ZAPATERIA
-96.879753	19.5073585	2010-12-02	ZAPATERIA
-97.927027	17.0251224	2011-04-28	TIENDA COPPEL
-86.8199542	21.1494386	2010-12-16	TIENDA COPPEL
-98.2007089	19.3377587	2011-07-14	TIENDA COPPEL
-96.1703532	18.777075	2011-07-21	TIENDA COPPEL
-96.9368675	18.8951813	2011-05-05	ZAPATERIA
