0	1	date	formato
-96.1285292	19.1825452	2011-09-15	TIENDA COPPEL
-95.1001812	16.5536493	2011-10-13	TIENDA COPPEL
-98.9536993	19.3045671	2011-11-30	TIENDA COPPEL
-92.2809874	14.8823267	2011-05-26	ZAPATERIA
-86.9337411	20.5041498	2011-08-25	TIENDA COPPEL
-98.4162818	21.1445023	2011-12-08	TIENDA COPPEL
-99.1751802	18.6158688	2011-09-29	TIENDA COPPEL
-107.4247494	24.7886621	2011-02-24	SUCURSAL BANCARIA
-99.0615146	19.4008317	2012-10-11	TIENDA COPPEL
-98.2208707	19.0976743	2011-06-16	ZAPATERIA
-97.7012507	18.8074893	2011-09-14	TIENDA COPPEL
-96.8548044	19.925588	2011-11-17	TIENDA COPPEL
-98.9418922	18.8424647	2011-12-08	TIENDA COPPEL
-99.0114297	19.2575432	2014-08-28	TIENDA COPPEL
-97.7873644	18.9713256	2011-12-08	TIENDA COPPEL
-99.2389662	19.842484	2011-10-13	TIENDA COPPEL
-99.1415292	19.4327483	2012-11-22	TIENDA COPPEL
-100.3824804	21.0057096	2011-11-24	TIENDA COPPEL
-99.1187323	19.6568341	2011-12-15	TIENDA COPPEL
-101.5991949	19.545661	2011-12-01	TIENDA COPPEL
-100.5504813	19.6872303	2012-11-22	TIENDA COPPEL
-100.6386311	23.6481182	2011-11-10	TIENDA COPPEL
-97.0780814	15.8704761	2012-06-14	TIENDA COPPEL
-108.941534	25.9034129	2017-06-02	ZAPATERIA + COPPEL DIGITAL
-107.5041911	24.7734553	2008-01-01	COPPEL REMATE
-103.3457111	20.6205902	2008-09-12	COPPEL REMATE
-89.579234	20.9844225	2012-02-09	TIENDA COPPEL
-88.2958691	18.5007051	2011-09-15	ZAPATERIA
-103.2887263	20.6795441	2011-11-24	TIENDA COPPEL
-98.7623874	20.0910963	2011-10-27	TIENDA ROPA
-99.1381507	19.4363724	2012-03-15	TIENDA COPPEL
-96.2349399	19.1626443	2011-09-22	ZAPATERIA
-101.6863171	21.128345	2012-02-02	TIENDA COPPEL
-110.2990471	30.9832933	2011-11-17	TIENDA COPPEL
-88.0522013	19.5775937	2012-02-09	TIENDA COPPEL
-98.4331426	19.2801931	2011-10-27	ZAPATERIA
-103.5035825	25.5618176	2012-01-27	COPPEL REMATE
-102.7729796	20.3476657	2011-11-24	ZAPATERIA
-97.4265331	20.5198926	2012-09-28	TIENDA COPPEL
-107.4649783	24.8036773	2011-11-24	TIENDA COPPEL
-98.2785774	26.0341827	2012-02-09	TIENDA COPPEL
-104.3673939	19.7705672	2011-12-01	TIENDA COPPEL
-99.1899848	18.8216554	2012-02-09	TIENDA COPPEL
-99.110631	19.4345474	2011-11-17	ZAPATERIA
-99.1473016	19.4335847	2011-11-24	ZAPATERIA
-88.4791376	19.1817393	2012-03-23	TIENDA COPPEL
-88.1462177	21.1462326	2012-02-09	TIENDA COPPEL
-96.7132304	17.0542297	2013-08-29	TIENDA COPPEL
-101.5242314	19.6644161	2011-12-08	ZAPATERIA
-99.2032978	19.5410667	2019-11-01	TIENDA COPPEL
-95.0246747	17.4318178	2011-12-15	ZAPATERIA
-103.3188783	20.6470275	2011-12-15	TIENDA COPPEL
-103.4491371	20.642319	2011-12-15	ZAPATERIA
-99.0728323	19.5442171	2012-11-22	TIENDA COPPEL
-93.268118	16.2356095	2012-11-29	TIENDA COPPEL
-99.1519484	19.4462073	2011-12-15	TIENDA COPPEL
-99.184343	18.841153	2012-06-09	ZAPATERIA
-96.4250388	19.0484995	2012-03-22	ZAPATERIA
-101.2229229	19.7277159	2012-04-26	TIENDA COPPEL
-99.2173679	19.712291	2012-11-22	TIENDA COPPEL
-98.5176186	19.9666944	2012-11-08	TIENDA MUEBLES
-109.9395851	22.8930409	2011-12-01	ZAPATERIA
-100.3814543	20.5853783	2017-09-22	TIENDA COPPEL
-99.2037473	19.5005503	2012-06-27	TIENDA COPPEL
-98.7871401	19.032619	2012-11-22	TIENDA MUEBLES
-100.1595808	25.9059315	2012-05-03	TIENDA COPPEL
-99.6951857	19.2893098	2016-03-18	TIENDA COPPEL
-98.8671502	19.6850525	2012-08-02	TIENDA COPPEL
-100.6912076	20.5484108	2012-09-27	TIENDA COPPEL
-106.4254068	23.2599938	2012-09-20	TIENDA COPPEL
-96.6864433	18.602481	2013-01-01	TIENDA COPPEL
-95.2322396	16.3315603	2012-11-15	TIENDA COPPEL
-103.3998437	20.6338918	2012-08-30	TIENDA COPPEL
-95.5262982	18.0300657	2013-08-29	TIENDA COPPEL
-92.0911796	16.9123215	2012-08-30	TIENDA COPPEL
-97.8435949	22.2413191	2012-12-06	TIENDA COPPEL
-101.198347	20.5545519	2013-01-01	TIENDA COPPEL
-98.1347086	19.4122211	2012-11-29	TIENDA COPPEL
-97.7402631	21.1702855	2012-09-20	TIENDA MUEBLES
-100.3161126	25.6866142	2012-09-06	TIENDA COPPEL
-100.4403497	19.8901678	2012-11-29	TIENDA COPPEL
-96.5893059	16.3311265	2013-10-24	TIENDA COPPEL
-99.086106	19.321288	2012-11-01	TIENDA COPPEL
-98.8680251	19.514557	2012-10-25	TIENDA COPPEL
-108.3122561	25.7060109	2012-09-29	TIENDA COPPEL
-90.5343219	19.8254244	2012-12-06	TIENDA COPPEL
-100.439955	20.5404519	2012-08-16	ZAPATERIA
-105.2190694	20.6462133	2012-07-05	ZAPATERIA
-96.7237488	18.9725252	2013-01-01	TIENDA COPPEL
-97.4481752	18.9888221	2013-05-23	TIENDA COPPEL
-101.6640771	21.1758747	2012-11-15	TIENDA COPPEL
-99.0492111	19.4886493	2012-11-29	TIENDA MUEBLES
-97.5057737	25.8797581	2012-10-25	TIENDA COPPEL
-100.2160969	25.7243202	2012-10-05	TIENDA COPPEL
-100.746031	20.910996	2014-10-06	TIENDA COPPEL
-102.3228845	22.2310407	2012-12-06	TIENDA COPPEL
-95.711556	18.0734222	2012-11-15	ZAPATERIA
-99.1470857	23.731635	2013-05-09	ZAPATERIA + COPPEL DIGITAL
-93.014388	16.711562	2012-09-27	ZAPATERIA
-101.1791431	19.6846182	2012-11-29	TIENDA ROPA
-94.7128852	17.9630024	2012-11-29	TIENDA MUEBLES
-96.3023036	17.7745165	2013-01-01	TIENDA MUEBLES
-100.7597372	20.7197662	2013-07-18	TIENDA COPPEL
-90.7289358	18.6152307	2012-11-29	TIENDA COPPEL
-111.1205052	30.5439306	2012-12-13	ZAPATERIA
-99.1267	19.4643906	2014-02-07	ZAPATERIA
-100.5865587	25.7961431	2012-11-29	TIENDA COPPEL
-100.9759315	29.3276406	2012-12-06	ZAPATERIA
-111.0216731	29.1144059	2012-12-06	TIENDA COPPEL
-97.2262002	17.4636185	2013-01-01	TIENDA COPPEL
-101.6948379	21.1031537	2012-11-29	ZAPATERIA
-111.4792443	28.8394158	2013-02-14	TIENDA COPPEL
-95.108794	18.4215965	2012-12-13	TIENDA COPPEL
-97.6568116	18.6832696	2012-11-22	ZAPATERIA
-95.9864296	18.7253172	2012-11-29	TIENDA COPPEL
-100.9954008	20.6446206	2012-11-29	TIENDA COPPEL
-103.3165991	20.6496794	2012-11-29	TIENDA COPPEL
-103.4767471	20.8096382	2013-12-19	ZAPATERIA
-103.38514	20.58492	2013-04-01	TIENDA COPPEL
-100.6756678	18.3615	2013-01-01	TIENDA COPPEL
-101.6777799	21.120669	2013-05-31	TIENDA COPPEL
-99.2550003	19.4611149	2013-12-19	TIENDA COPPEL
-98.7871624	21.2552023	2013-03-21	TIENDA COPPEL
-99.1374813	19.7171183	2012-11-29	ZAPATERIA
-95.8797311	18.110595	2012-12-06	ZAPATERIA
-103.4219301	20.7305787	2014-11-27	ZAPATERIA
-99.2337676	19.3077964	2012-11-22	ZAPATERIA
-97.0533457	20.0639759	2014-03-20	TIENDA COPPEL
-89.663987	21.2826789	2012-12-06	ZAPATERIA
-110.9667353	29.0616013	2013-05-30	TIENDA COPPEL
-99.2333788	19.5425806	2015-12-18	ZAPATERIA
-102.8452564	19.1899326	2013-01-01	ZAPATERIA
-102.5259023	20.5456439	2013-07-11	TIENDA COPPEL
-103.3877922	20.5269351	2012-12-06	ZAPATERIA
-100.3133067	25.6780368	2013-12-19	ZAPATERIA
-104.2141899	19.8057186	2012-12-13	ZAPATERIA
-98.9330356	19.4121482	2012-12-06	ZAPATERIA
-97.687598	21.3506061	2013-07-18	TIENDA COPPEL
-105.2468186	21.0386007	2013-04-04	ZAPATERIA
-103.397	20.7238665	2013-11-07	TIENDA COPPEL
-99.6427917	18.9630297	2014-11-28	TIENDA COPPEL
-96.4797911	16.9605355	2013-05-23	ZAPATERIA
-98.2774985	19.1066112	2013-06-13	TIENDA COPPEL
-95.0353709	16.8810061	2013-09-05	TIENDA COPPEL
-99.2956279	19.628378	2013-04-04	TIENDA COPPEL
-97.6831519	17.2590407	2013-10-31	TIENDA COPPEL
-99.6655106	19.246844	2014-11-06	ZAPATERIA
-103.3930359	20.7235902	2014-06-19	TIENDA COPPEL
-97.0471556	19.0683148	2013-11-28	TIENDA COPPEL
-99.058028	19.2915464	2013-12-19	ZAPATERIA
-96.9188369	19.5670814	2013-08-22	TIENDA COPPEL
-96.7308659	17.0278439	2013-11-21	TIENDA COPPEL
-98.9781968	19.4097977	2013-11-07	TIENDA COPPEL
-103.1783604	20.5196204	2013-06-20	ZAPATERIA
-102.4042186	21.0290791	2013-06-06	ZAPATERIA + COPPEL DIGITAL
-98.054428	16.3395749	2013-12-19	TIENDA COPPEL
-104.8945887	21.5041651	2013-06-06	ZAPATERIA
-99.2181038	19.4846011	2013-05-09	ZAPATERIA
-103.2576344	20.6728468	2015-11-26	TIENDA COPPEL
-103.3363205	20.5710241	2013-12-19	TIENDA COPPEL
-96.2239779	19.2145105	2013-12-05	TIENDA COPPEL
-100.0137517	25.2785583	2013-12-19	TIENDA COPPEL
-99.0972165	19.5239449	2013-12-12	TIENDA COPPEL
-99.3230996	18.6223234	2014-11-28	TIENDA COPPEL
-96.1510886	19.1792518	2013-12-12	TIENDA COPPEL
-96.1530078	19.0989264	2013-11-28	TIENDA COPPEL
-100.0018359	19.4335181	2013-12-12	ZAPATERIA
-100.434831	17.2071441	2014-03-13	TIENDA COPPEL
-109.9597551	22.903679	2018-09-14	TIENDA COPPEL
-98.175543	19.1190667	2014-09-11	TIENDA COPPEL
-98.1408328	19.0382922	2013-12-19	ZAPATERIA
-97.9604238	20.2684703	2014-12-18	TIENDA COPPEL
-99.1373973	19.4336335	2014-07-31	TIENDA COPPEL
-95.9859016	18.7270157	2013-12-19	ZAPATERIA
-98.4064042	16.688583	2013-12-19	TIENDA COPPEL
-101.7164683	21.1340094	2014-12-11	TIENDA COPPEL
-102.9111772	20.7819452	2014-05-01	ZAPATERIA
-98.319153	26.0743194	2013-12-19	TIENDA COPPEL
-99.1501165	19.4224024	2013-12-19	TIENDA COPPEL
-100.5524076	28.6913712	2013-12-19	TIENDA COPPEL
-96.3509241	18.4469038	2014-10-23	TIENDA COPPEL
-96.9232471	19.5272595	2014-02-20	ZAPATERIA
-86.8780433	21.1628819	2014-08-07	TIENDA COPPEL
-106.3896243	23.230253	2013-12-19	TIENDA COPPEL
-96.7323204	16.5647917	2016-08-18	ZAPATERIA + COPPEL DIGITAL
-98.4054872	19.1637944	2014-08-28	TIENDA COPPEL
-104.9156128	27.1309519	2014-11-13	TIENDA COPPEL
-103.7564165	19.943937	2015-03-24	ZAPATERIA
-101.2323641	19.7137968	2014-04-17	TIENDA COPPEL
-99.3853476	20.7398519	2014-04-10	ZAPATERIA
-97.00992	19.4222129	2014-09-25	ZAPATERIA
-99.1399726	19.4342541	2014-06-19	ZAPATERIA
-100.1809396	26.5090152	2014-07-03	TIENDA COPPEL
-96.0480541	16.6344617	2014-06-26	ZAPATERIA
-99.8198606	25.1910414	2014-06-19	TIENDA COPPEL
-102.3452283	21.9599339	2014-10-30	TIENDA COPPEL
-99.1486259	23.7362472	2014-12-12	TIENDA COPPEL
-103.9282316	20.4346497	2014-09-25	ZAPATERIA
-103.6405343	23.6323532	2014-11-27	TIENDA COPPEL
-90.7263766	19.3375723	2014-12-18	TIENDA COPPEL
-102.9812462	21.6316318	2014-06-26	ZAPATERIA
-100.8298548	19.8595315	2014-12-11	TIENDA COPPEL
-98.149126	19.4164484	2014-11-27	TIENDA COPPEL
-94.7149221	17.9580632	2014-07-03	ZAPATERIA
-103.4321101	25.5580104	2014-08-14	COPPEL REMATE
-96.9622936	18.8995404	2014-11-27	TIENDA COPPEL
-103.3486213	20.7459284	2014-11-27	ZAPATERIA
-98.9494017	19.3255258	2015-12-17	TIENDA COPPEL
-103.428939	20.612374	2015-04-09	TIENDA COPPEL
-105.1650522	27.6791632	2014-10-09	TIENDA COPPEL
-104.2696786	19.9608627	2014-12-18	ZAPATERIA + COPPEL DIGITAL
-101.1237588	27.8523588	2014-12-18	TIENDA COPPEL
-108.8213277	25.7557897	2014-09-11	ZAPATERIA + COPPEL DIGITAL
-102.7106394	21.8472819	2014-11-27	TIENDA COPPEL
-103.3507872	20.6866131	2015-10-16	TIENDA COPPEL
-103.2772333	20.6596729	2015-04-09	TIENDA COPPEL
-103.8333263	20.8874535	2014-11-27	TIENDA COPPEL
-97.5252954	20.0198881	2015-10-30	TIENDA COPPEL
-94.1043918	17.8933834	2014-12-11	ZAPATERIA + COPPEL DIGITAL
-99.2983643	19.3564629	2014-07-01	ZAPATERIA
-100.3589125	19.4372452	2014-12-18	ZAPATERIA
-105.2324626	20.6128148	2014-10-30	ZAPATERIA + COPPEL DIGITAL
-98.4232372	21.1374968	2014-11-06	ZAPATERIA
-96.6071828	18.5387014	2014-12-18	TIENDA COPPEL
-98.220671	18.990151	2015-08-07	COPPEL REMATE
-105.1454623	21.9502601	2014-11-06	ZAPATERIA + COPPEL DIGITAL
-101.7093229	19.2075986	2015-04-17	ZAPATERIA
-98.3769523	22.2123571	2015-07-10	TIENDA COPPEL
-99.8962279	20.6713387	2015-04-23	TIENDA COPPEL
-99.4660272	19.7290234	2017-12-15	TIENDA COPPEL
-96.693955	17.0654451	2014-10-16	TIENDA COPPEL
-101.0032667	22.1650534	2014-11-28	TIENDA COPPEL
-99.1967304	18.9201315	2016-03-18	TIENDA COPPEL
-103.7075381	20.6493589	2014-11-27	TIENDA COPPEL
-95.3012127	18.4630945	2015-05-22	TIENDA COPPEL
-97.470509	20.5351823	2015-11-06	TIENDA COPPEL
-93.1467562	17.8646304	2015-10-16	TIENDA COPPEL
-103.35302	20.7226923	2015-04-09	ZAPATERIA + COPPEL DIGITAL
-105.4518752	28.1929134	2014-12-11	TIENDA COPPEL
-103.0212924	19.9165757	2019-07-15	TIENDA COPPEL
-96.9765185	18.9118925	2014-12-18	ZAPATERIA + COPPEL DIGITAL
-97.7761171	17.8057902	2016-10-06	ZAPATERIA
-98.3348543	19.0338478	2015-07-17	TIENDA COPPEL
-99.0944787	19.5019092	2015-12-11	TIENDA COPPEL
-104.6383777	19.4873902	2015-10-29	ZAPATERIA + COPPEL DIGITAL
-98.2469354	18.9872972	2014-12-04	ZAPATERIA
-96.4079947	19.4468925	2015-02-10	ZAPATERIA
-98.3413206	20.0589084	2015-12-11	TIENDA COPPEL
-100.2863071	25.7435077	2014-12-18	TIENDA COPPEL
-104.8325317	21.4887257	2014-11-27	TIENDA COPPEL
-104.414082	29.5321895	2014-12-11	TIENDA COPPEL
-99.2386293	19.6160964	2015-12-11	TIENDA COPPEL
-99.2000975	19.5046653	2014-10-16	ZAPATERIA
-99.2399229	19.3818764	2014-10-09	TIENDA COPPEL
-74.297333	4.570868	2014-12-11	TIENDA COPPEL
-98.9116473	19.2798134	2014-12-18	TIENDA COPPEL
-99.0582409	19.4109614	2015-03-27	TIENDA COPPEL
-99.0365087	19.279744	2014-10-30	ZAPATERIA
-87.0786548	20.6286663	2014-11-06	ZAPATERIA
-100.1858743	25.776468	2014-12-18	TIENDA COPPEL
-106.4209627	23.266874	2014-12-18	TIENDA COPPEL
-103.9738648	20.704382	2014-12-11	TIENDA COPPEL
-89.4165582	20.3035944	2014-12-18	TIENDA COPPEL
-96.8640516	19.5054648	2015-10-29	TIENDA COPPEL
-100.3126568	25.7832203	2014-12-18	TIENDA COPPEL
-109.8462647	27.1297797	2014-12-11	TIENDA COPPEL
-99.07092	19.3842	2014-12-06	TIENDA COPPEL
-101.5166598	20.0921735	2015-10-30	TIENDA COPPEL
-99.027693	19.5348037	2015-01-15	ZAPATERIA
-99.1449792	19.4349208	2016-12-16	TIENDA COPPEL
-102.218471	17.9781382	2015-12-17	ZAPATERIA
-100.4045852	20.645482	2016-12-17	TIENDA COPPEL
-94.4452233	18.1495289	2014-12-11	TIENDA COPPEL
-94.8961574	17.9302621	2014-12-18	TIENDA COPPEL
-101.9512985	20.7302675	2015-04-23	ZAPATERIA
-96.8667578	20.1869372	2015-05-01	ZAPATERIA + COPPEL DIGITAL
-97.8037276	19.2294593	2015-05-01	ZAPATERIA + COPPEL DIGITAL
-99.1868984	19.4838093	2017-12-08	TIENDA COPPEL
-96.1415644	15.7719389	2015-08-27	ZAPATERIA
-100.9456995	22.1838878	2015-04-09	TIENDA COPPEL
-102.4708124	19.6013204	2017-02-02	TIENDA COPPEL
-99.1489839	19.6793396	2015-11-13	ZAPATERIA + COPPEL DIGITAL
-103.0346596	23.8277152	2015-11-26	TIENDA COPPEL
-116.8557679	32.5166046	2016-09-23	ZAPATERIA
-99.5145127	27.4436886	2015-10-09	ZAPATERIA + COPPEL DIGITAL
-102.2724466	21.8780598	2015-09-03	TIENDA COPPEL
-96.8002704	18.8292825	2015-12-04	ZAPATERIA
-91.535974	17.7985777	2015-12-17	ZAPATERIA
-100.0824432	17.0077222	2016-04-01	TIENDA COPPEL
-93.2122536	15.6851709	2015-12-17	TIENDA COPPEL
-98.9775587	19.3559387	2015-09-04	COPPEL REMATE
-99.2172699	19.4540208	2015-12-18	COPPEL DIGITAL
-110.946888	31.32013	2015-10-09	ZAPATERIA
-98.027877	19.8376659	2016-04-22	TIENDA COPPEL
-97.3234079	20.448389	2015-12-17	ZAPATERIA
-98.603645	18.3001259	2015-12-11	TIENDA COPPEL
-107.4026937	24.755307	2015-10-02	TIENDA COPPEL
-95.0248462	16.4378182	2019-11-29	TIENDA COPPEL
-96.1420947	18.0809028	2016-02-18	TIENDA COPPEL
-96.7239787	18.8128371	2016-05-05	TIENDA COPPEL
-89.5361992	20.3965494	2015-12-17	TIENDA COPPEL
-101.593671	21.8659952	2015-09-15	ZAPATERIA
-101.0026803	25.4210017	2017-12-01	ZAPATERIA
-98.2635405	19.1451926	2015-12-11	ZAPATERIA + COPPEL DIGITAL
-105.2316006	20.7626603	2015-10-08	ZAPATERIA
-98.1904806	19.0660518	2015-11-27	ZAPATERIA
-110.9606731	29.1256924	2016-01-28	TIENDA COPPEL
-97.9177121	18.9645036	2016-02-11	ZAPATERIA + COPPEL DIGITAL
-99.2084286	19.6480767	2015-11-20	ZAPATERIA
-99.1885275	19.478782	2015-12-04	TIENDA COPPEL
-104.6582675	24.0428723	2015-11-05	TIENDA COPPEL
-89.74269	20.8849025	2015-12-21	TIENDA COPPEL
-100.9612087	25.3937427	2015-12-17	TIENDA COPPEL
-99.9917972	25.5905642	2015-12-18	ZAPATERIA + COPPEL DIGITAL
-103.9651609	18.9380432	2015-12-17	ZAPATERIA + COPPEL DIGITAL
-102.0954286	19.0357366	2016-02-04	TIENDA COPPEL
-106.1226744	28.7057857	2015-12-17	TIENDA COPPEL
-101.1321759	19.779684	2015-12-17	TIENDA COPPEL
-97.1248172	18.8355766	2016-04-08	TIENDA MUEBLES
-97.8534129	22.2953782	2015-12-10	ZAPATERIA
-97.8506494	22.2503305	2015-12-10	ZAPATERIA
-97.6466734	19.1448529	2016-04-22	ZAPATERIA + COPPEL DIGITAL
-100.2363011	25.7861571	2016-12-09	ZAPATERIA + COPPEL DIGITAL
-98.0110677	17.3338566	2016-04-01	TIENDA COPPEL
-98.0531327	18.2101613	2016-03-18	TIENDA COPPEL
-95.8142433	17.8301659	2016-10-13	TIENDA COPPEL
-98.2500125	18.9786824	2016-12-16	TIENDA COPPEL
-96.7881333	16.8698292	2016-10-19	ZAPATERIA + COPPEL DIGITAL
-103.2734694	25.7761026	2016-01-02	TIENDA COPPEL
-97.0854788	20.449593	2016-04-28	TIENDA COPPEL
-99.7604953	19.3710877	2017-12-08	ZAPATERIA
-99.1597557	19.4688517	2015-12-18	TIENDA MUEBLES
-101.3474427	20.6514202	2016-01-28	TIENDA COPPEL
-103.7397057	19.2632443	2015-12-17	ZAPATERIA
-102.0534234	19.3939637	2016-10-07	TIENDA COPPEL
-93.1206664	17.5143754	2016-09-12	TIENDA COPPEL
-100.510531	20.1605331	2016-10-28	TIENDA COPPEL
-105.2800295	21.5439792	2016-12-23	TIENDA COPPEL
-103.4647336	20.5516443	2016-09-23	TIENDA COPPEL
-99.2077365	19.7752174	2017-10-20	ZAPATERIA
-102.703458	22.9499592	2015-12-17	ZAPATERIA
-95.1908541	16.170921	2016-12-09	TIENDA COPPEL
-103.9803931	20.9071868	2016-04-15	ZAPATERIA
-99.1535478	19.4328959	2016-08-11	ZAPATERIA + COPPEL DIGITAL
-110.9445922	31.3000644	2015-12-23	ZAPATERIA
-99.1489664	19.4319583	2020-12-23	TIENDA ROPA
-115.5055877	32.6532363	2016-04-30	ZAPATERIA + COPPEL DIGITAL
-100.3484518	25.7130378	2015-12-17	TIENDA COPPEL
-106.0666413	23.2860855	2016-04-14	ZAPATERIA
-106.9668369	24.9696606	2016-04-14	ZAPATERIA
-106.451699	23.2437452	2016-04-22	ZAPATERIA
-100.1458602	20.4999283	2016-04-08	ZAPATERIA + COPPEL DIGITAL
-101.2301839	20.5840001	2015-12-18	TIENDA COPPEL
-99.1540698	19.4244706	2016-04-08	ZAPATERIA
-96.7310825	17.0562265	2016-09-02	TIENDA MUEBLES
-99.5389568	18.340093	2016-07-15	TIENDA COPPEL
-108.9856744	25.7772559	2016-05-26	ZAPATERIA + COPPEL DIGITAL
-105.2140036	20.7198878	2016-09-02	TIENDA COPPEL
-99.0194807	19.3759414	2016-12-30	TIENDA COPPEL
-109.7120994	23.1200081	2016-06-30	ZAPATERIA
-114.0427316	27.9758566	2016-06-23	ZAPATERIA + COPPEL DIGITAL
-94.4093099	18.0702785	2017-03-30	TIENDA COPPEL
-103.3963357	20.5976627	2016-03-05	C- DIGITAL
-100.163384	25.7249534	2016-03-18	C- DIGITAL
-106.6907718	24.4119581	2016-08-25	ZAPATERIA
-107.3661337	24.8013667	2016-11-10	ZAPATERIA
-92.2449601	14.9019011	2016-05-20	ZAPATERIA
-101.2725065	17.5370637	2017-05-05	TIENDA MUEBLES
-112.8555933	31.8643365	2016-08-18	TIENDA COPPEL
-98.9514141	19.4247805	2017-09-22	TIENDA COPPEL
-96.958808	19.4535157	2017-05-26	ZAPATERIA + COPPEL DIGITAL
-95.2109861	16.2332596	2016-12-16	ZAPATERIA
-102.2767737	22.1493517	2016-11-17	ZAPATERIA
-100.4295477	25.6702382	2016-07-15	ZAPATERIA + COPPEL DIGITAL
-103.34329	20.75637	2017-12-15	TIENDA COPPEL
-101.52742	20.4619182	2016-12-23	TIENDA COPPEL
-99.55315	27.3856156	2016-11-17	TIENDA COPPEL
-99.1525925	19.4874244	2016-05-30	TIENDA COPPEL
-100.4259007	20.6672932	2016-06-17	TIENDA COPPEL
-100.4785132	20.6471273	2016-10-14	TIENDA COPPEL
-59.1041758	-32.5175643	2016-10-20	ZAPATERIA + COPPEL DIGITAL
-99.2125354	19.579813	2017-10-06	TIENDA ROPA
-103.4211818	20.530694	2016-12-24	TIENDA COPPEL
-100.1617147	25.7301204	2016-08-26	COPPEL DIGITAL
-98.2148944	19.0174498	2016-12-09	TIENDA ROPA
-99.1593727	19.3776042	2016-10-28	TIENDA MUEBLES
-103.2476873	20.6208279	2016-11-25	TIENDA COPPEL
-104.0446971	20.5490923	2016-11-24	ZAPATERIA
-103.7643995	19.7470859	2016-11-24	ZAPATERIA
-116.9633053	32.4252273	2016-09-23	ZAPATERIA + COPPEL DIGITAL
-107.5068443	24.7727943	2016-12-01	ZAPATERIA
-105.2824663	20.7313645	2016-12-23	TIENDA COPPEL
-100.3154645	25.6825207	2016-12-15	TIENDA COPPEL
-99.8243699	16.9023792	2016-10-21	ZAPATERIA
-100.2643964	25.9048033	2016-11-18	TIENDA COPPEL
-102.9811762	22.6439913	2016-12-15	TIENDA COPPEL
-98.879231	19.100712	2017-09-04	TIENDA MUEBLES
-105.4199306	25.0486101	2016-11-11	TIENDA COPPEL
-99.0253949	19.6757679	2016-12-08	TIENDA COPPEL
-97.4685644	20.4972381	2018-09-28	TIENDA COPPEL
-97.3847378	20.9480193	2018-04-26	TIENDA COPPEL
-99.0058548	19.3755698	2017-07-07	ZAPATERIA
-96.929138	19.5482824	2017-07-28	TIENDA COPPEL
-108.225578	25.821311	2016-11-29	TIENDA ROPA
-110.3044448	24.0542358	2016-10-27	ZAPATERIA + COPPEL DIGITAL
-102.9833489	25.7564291	2016-12-09	ZAPATERIA
-99.096452	16.9633913	2017-09-01	TIENDA COPPEL
-96.201889	19.2105782	2016-12-15	TIENDA COPPEL
-100.5865587	25.7961431	2016-11-10	ZAPATERIA + COPPEL DIGITAL
-99.12745	19.4229	2016-11-18	TIENDA COPPEL
-96.9674748	18.8166084	2017-07-20	ZAPATERIA + COPPEL DIGITAL
-99.1303518	19.4820475	2017-03-01	TIENDA ROPA
-90.050731	20.3713306	2016-12-16	TIENDA COPPEL
-99.146999	19.431252	2017-12-16	ZAPATERIA
-109.779584	22.974607	2016-12-20	TIENDA COPPEL
-99.635527	22.0004039	2016-12-22	TIENDA COPPEL
-103.2867195	20.7017705	2017-06-02	TIENDA COPPEL
